state,mean,2.5quant,97.5quant
AL,0.387543621899962,0.359701329357904,0.415326613759645
AK,0.45175580801648,0.402812696476013,0.501293802530814
AZ,0.500474752243617,0.485487338718848,0.515532925853936
AR,0.383667356784169,0.356524294586979,0.410587154854843
CA,0.6452361342816,0.61150740860207,0.678626328226168
CO,0.570376332406346,0.524409326264171,0.616366753180337
CT,0.606720072882106,0.579810368285594,0.633986722040224
DE,0.602443945202056,0.545658971400987,0.659628595833412
FL,0.486937603629394,0.469897083859645,0.503853440990024
GA,0.501732794850796,0.486002309891441,0.517690000427812
HI,0.688882434643069,0.660831785906364,0.716887825121123
ID,0.351460311087215,0.323899029823835,0.379450003538641
IL,0.603395022935123,0.561382861726175,0.645218286205516
IN,0.435395525649487,0.387350552173757,0.483749881302665
IA,0.485620361925132,0.421646228873447,0.548743311390535
KS,0.424998627944402,0.397610066620841,0.451940071298319
KY,0.384407188081665,0.356859665423315,0.41240642814453
LA,0.421483382892384,0.399971103160122,0.44268422585284
ME,0.560153482904698,0.516174131529586,0.60473003813956
MD,0.660716477615926,0.627730329169137,0.693845859830854
MA,0.664364178446218,0.632857685504393,0.695913949245117
MI,0.515009472993238,0.500598507472556,0.529410088066644
MN,0.542182045052485,0.517288527991156,0.566935622211668
MS,0.436108671213143,0.408570502911785,0.463891941960115
MO,0.441985603017417,0.401648841526001,0.482161912215946
MT,0.422072548761252,0.384527589117429,0.459868646258046
NE,0.414193559987828,0.377927806378248,0.449633916050817
NV,0.511403738024042,0.494479294858805,0.528490411877014
NH,0.540938460753024,0.512626136597582,0.569247317089579
NJ,0.591219444002343,0.556142636402092,0.626083096477256
NM,0.55457002034609,0.519290904230608,0.589557329149787
NY,0.61816639816415,0.584837404231108,0.651050209484069
NC,0.503590636684199,0.488740225719426,0.518271140434126
ND,0.388686491818474,0.315472679970157,0.462100480632313
OH,0.470339351572715,0.444863478736636,0.495977832902537
OK,0.344222668855225,0.317193577254124,0.371321543596806
OR,0.582643981267504,0.539549280186933,0.626247076508136
PA,0.51043878891862,0.497441891775205,0.523595059607681
RI,0.615878759208485,0.576333580567794,0.65474046582456
SC,0.450464848945315,0.421777690718331,0.47929703201424
SD,0.3838112679178,0.324393224396165,0.444131968583084
TN,0.396508703328332,0.355742665471548,0.436725714643465
TX,0.474417417382732,0.452263415529639,0.496355186816883
UT,0.391952943961766,0.329625911078793,0.455886723079797
VT,0.690511855859637,0.663390816348539,0.717134230194755
VA,0.538594910998876,0.511139197763246,0.565721421760806
WA,0.604434471756987,0.571642780032991,0.636808618238797
DC,0.96037047175264,0.932423349645899,0.987625460289572
WV,0.335232132474683,0.307910998813932,0.36250283794603
WI,0.516407374277675,0.501756942672852,0.531282726405193
WY,0.289390742738771,0.261569481177987,0.316754190433062
